alpha,delta,epsilon_b,epsilon_s,mu
0.0,0.0,0.0,0.0,0.0
0.4534145670780596,0.30545025903347006,0.00030666328010085667,0.0002035899986661083,0.00029668281768390923
0.5102757849333999,0.7662693217813199,0.0001963641296230716,0.0002558199221521901,0.00022017901973205866
1.9817599984350482,0.5342311900407534,0.0005138299353889558,0.0005797936935271962,0.0006292012220330546
0.044508741387173055,0.29838797875750406,0.00013051483088174424,0.00017107156077602223,0.00012631461008674418
0.39519351871841557,0.11301605476946046,0.00022908682682636205,0.0002497470501183517,5.0355336564442396e-06
5.607187160380797e-17,0.0,0.0,0.0,0.0
0.21910818914777086,0.20207048600402297,1.5726696571776634e-05,6.901039525368489e-05,1.7616703681298634e-05
5136.008057499266,126.6886825066996,51.26148602392887,50.41668386466211,2.580895913948367
0.0,5.607188235157595e-17,0.0,0.0,0.0
0.3744551066306134,0.2880314140389355,3.6525426544392473e-06,1.3526750570523821e-05,7.614784575177587e-07
0.5953745144153588,0.5435762710979901,0.0002996576914049844,0.00015577046289792665,0.00029254547440521277
0.0,0.0,0.0,0.0,0.0
16608.018809855268,15154.421187109116,45.47038795963906,35.54888539698635,50.4378510810215
0.5956895810492678,1.2770948198951355,0.00048472193603973907,0.00033963489600457946,0.0004556431757077688
0.11709184870659353,0.03928015381053523,0.00011336542900638887,5.209522106683058e-05,1.4255896311722645e-05
1.1520438673902318,1.7362096561401636,0.00046264905593182735,0.0003849954491134775,0.0003228267315885251
0.028977417105606636,0.19141635359381132,4.7961957483152555e-05,7.208554292039603e-05,0.00010250269498777098
0.0,0.0,0.0,0.0,0.0
0.4078858577497805,0.3485702269524321,6.383868483337654e-05,6.647078025216433e-06,5.567865933463696e-06
0.0,0.0,0.0,0.0,0.0
0.14658779046395554,0.34872265728253926,0.00011522475743396427,0.00013879909905337065,0.00012468433512933632
5.607187160380797e-17,0.0,0.0,0.0,0.0
5.607187160380797e-17,0.0,0.0,0.0,0.0
0.5244480104180761,0.007179943071002463,0.00033020209290630855,0.0002873483196856227,7.485478317532132e-06
5.607187160380797e-17,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,5.607188235157595e-17,0.0,0.0,0.0
0.06374378540851997,0.04044895989823177,2.592833836440296e-05,7.397159929862037e-05,1.642021907767472e-05
0.23115769672731218,0.19710521379742357,1.6522657924627507e-05,5.689168298029851e-05,5.9390802443720384e-05
0.0,0.0,1.428226604542915e-16,0.0,0.0
0.0,0.0,0.0,1.428226604542915e-16,0.0
0.571207776054556,0.10490691634612462,0.00025833984350016415,0.00012560630225682794,3.272262088228846e-07
0.03864764182591964,0.11508560184981456,0.00011975454124460006,6.965357456091231e-05,5.161392723462497e-05
1.2701730482205082,0.8256537402339987,0.0005111695303833815,0.0006903293300580909,0.0006573143021059889
2.9759151880661467,0.0847893388945571,0.0008756820542616102,0.0005194444639258579,0.0008531776574369788
0.2549338536770271,0.2337064850091795,0.0002759910950291141,0.0001710578059000749,0.00021419399590086668
0.20142456524034266,0.20142622725723472,3.825091269861867e-06,6.871018911683974e-05,7.968140312758024e-05
0.3127298212866504,0.3185340716123064,8.655389277423431e-05,0.00013180176719615062,0.0001223377852762558
1.7951937298184022,2.3821857548917955,0.00045982316734436915,0.0005020187194437352,0.0004519383727076683
5.607187160380797e-17,0.0,0.0,0.0,0.0
1.1342946096338002,2.767153686084058,0.00037749264749754044,0.0006427943024053792,0.0008795926376866653
7275.7437448533965,60.23415140714524,20.540343678269725,13.046194828212679,0.2543451789369006
4.878053438439952,0.14266642639030094,0.0013711526355338615,0.0007395629645330716,0.0012202956106862578
1.0118157684418512,0.5963218265077181,0.0005223824659689074,0.0005044849592136119,1.6254074557935784e-05
0.2969737851930746,0.27872979015604726,0.00014302270237929283,0.00016824335855229988,0.00014309817512495174
0.0,0.0,1.428226604542915e-16,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.41117007054508203,0.3790739705603922,0.00010128318122090962,9.213570314373604e-05,0.00010095809762935514
0.4510384563047958,0.39282148863683086,0.0002882857044798913,0.0002576624350700483,0.0003368267117129686
0.0,0.0,0.0,0.0,0.0
5.607187160380797e-17,0.0,0.0,0.0,0.0
3.2041887051836246,5.900335478667322,0.0009955731758760583,0.0014772032336387284,0.0008188968421882122
5.607187160380797e-17,0.0,0.0,0.0,0.0
0.3042411184378451,0.2845194492517464,8.055966146576478e-05,1.2869512826067986e-05,8.089679825539705e-05
0.2950689915108777,0.13921771153405418,0.00025788407039464514,0.00018645543065690847,2.183368809997161e-05
0.18168836973154223,0.5117313509808467,0.00020702553168200493,0.0001644506950385253,0.00018933166730771998
1.4623370827286923,1.7919754539190806,0.0008197707234713144,0.0002103091352674269,0.0008552249990291489
0.6444236517856151,0.41654519271450435,0.00031506278209870737,0.00038114413953306455,0.0004258066860011206
0.0663458462827485,0.003261226103521874,3.830577988375451e-05,2.6092307487216207e-05,7.316994268923288e-06
1.9675910705443553,1.908579465740735,0.0011111180814650217,0.0008500018142908333,0.0012633258398641396
0.3887793024727696,0.005947498988916162,0.00022468108762800328,0.00022501021368970643,4.620866610479763e-06
5.607187160380797e-17,0.0,0.0,0.0,0.0
0.4355870492802195,0.024362996601297024,0.00015931208310565186,0.00013018735403686228,2.0349697691625206e-06
0.20002435020327625,0.0664132054237349,0.00012158025235514709,0.00014995554954295252,1.5220872883367808e-05
0.0,0.0,0.0,0.0,0.0
0.07493438907007986,0.38393128773876406,0.00015062395481046204,0.00014471677155453752,0.00012757036532878434
0.0,0.0,0.0,0.0,0.0
3.961565899584255e-06,6.70468740161016e-06,9.044922952437185e-09,1.0579051702770995e-08,1.3929536920905187e-10
0.0960603817365507,0.03353943922099246,9.585880617013933e-05,3.439858685885211e-05,1.3734319481817916e-05
0.42144514141633954,0.067696940639925,2.3116383525563088e-05,0.00011985973686282865,3.0699043259233464e-07
0.1432971734024062,0.004955755589545102,3.0313910641621422e-05,8.278191192165372e-05,3.5103601397170234e-06
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.5698267841445922,0.19262758211226744,0.00041444119644390627,0.00032568042688161145,3.6536385468523565e-06
0.48934554971314875,1.1813205748969073,0.000463954835126901,0.0003156582468351925,0.0004280015305290481
0.18631943199752285,0.15137811884211597,0.00010045408023027326,2.3538023009993353e-05,2.1784740767004256e-05
0.260959301276587,0.22341978132704327,0.0001550390482586623,0.00023365660162719782,0.00016477732420349552
15.888302166093773,47.79677699600748,0.009963903128827202,0.0006795400370448083,0.0037423300685456603
1.0943609304264619,1.7936159166691628,0.0006128450954936203,0.00043053383822909343,0.000524416980985149
0.008863620206237035,0.17438412646275395,8.591577586290972e-05,3.098868271281824e-05,8.381847674852441e-05
5.607187160380797e-17,0.0,0.0,0.0,0.0
0.015147149520980698,0.37471253623262335,5.796389810165119e-05,0.00018483810024837505,0.00017569261333317938
5.607187160380797e-17,0.0,0.0,0.0,0.0
0.4411580143264051,0.894958975642962,5.243767972272042e-05,1.688086371603473e-05,3.948173211747028e-05
1.3836384584984114,0.8911674457794044,0.000547676333169203,0.0007103496655491681,0.0006946912089924283
0.13470516351894665,0.40274772511892526,0.00017515692823493435,0.0001305981767101361,0.00011471585814354228
0.1946089989353753,0.16546367667177317,1.3973084152075212e-05,6.146595818529305e-05,2.3963631579432908e-05
0.17665261155019119,0.07506185737903898,5.487323416296981e-05,2.494651433403991e-05,2.855822815856309e-06
0.21163319394604205,0.11310745360995213,0.000143497963741377,0.0001549658145008617,2.6295134256287014e-05
0.1977083347848028,0.14598496153625268,5.113477240613166e-05,0.00013119148678383247,4.790310457045409e-05
0.0,5.607188235157595e-17,0.0,0.0,0.0
774.3240701376973,2120.533999016777,0.23442531712080722,0.2251376289304833,0.23150293642453607
0.0,5.607188235157595e-17,0.0,0.0,0.0
0.2579841931807243,0.032124130637698034,0.00015025620269615793,0.00010349692930542654,3.434647814043987e-07
0.25263461032428786,0.1651166518367651,0.000236547594723714,0.0001767209462478083,3.468359479650452e-05
5.607187160380797e-17,0.0,0.0,0.0,0.0
5.607187160380797e-17,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
1327.403556026415,47.04376845215656,63.743749522550615,46.9874409106788,0.468296723699918
1.780810868401583,2.5449856296330955,0.0007202021109783379,0.0005782167495856664,0.0007045253217747425
0.41598223530109124,0.07656731488553475,4.969509846394924e-05,1.3377276610212468e-05,5.034097249386174e-08
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.5596403048318447,0.5216743131447614,0.0002801034107746212,0.00015091709914084655,0.00027435748780323284
0.13810795406843823,0.07023402758426596,9.164258905278432e-05,0.00011857066163897295,2.1525421399372307e-05
0.4301484426511623,0.4599404825653973,9.000656445911188e-05,6.826348663563939e-06,9.729046739044546e-05
0.1786469785730964,0.007344328086764809,1.2446240731664211e-05,5.847496482577861e-05,3.2722389023981474e-07
0.34307783041118,0.01901272131594738,0.00019398525505645426,0.00021289261329415944,2.9585378952597423e-06
0.1865392215262904,0.1518993957297377,9.780228577766646e-05,2.1140161777423568e-05,1.914080157057721e-05
32328.70432036139,86172.22484970746,24.001251104437966,1.5530167970668907,11.141762428464762
0.35181349814031354,0.3955988994329386,0.00014150823561543684,9.756313958552193e-05,0.0001364848689306015
0.13332704131573453,0.18505625506321055,1.985367662152028e-05,4.264572095137705e-05,8.041196622543656e-05
1.957059900946092,0.8241474215554387,0.0009135367434824826,0.0008472460679512889,8.866065368321034e-05
3.3066651409031144e-06,3.290987436297368e-06,3.1926020509576547e-10,4.988732973343123e-09,6.484834333395014e-11
0.19299328695582446,0.20199332720507832,0.00024808761425369606,0.00012804991873861755,0.00016387252748303646
0.5766389274164555,0.03677376831234394,0.00011821302098097984,9.623545674747074e-05,1.9844936817187215e-06
0.7867357002382169,0.4845967648303314,0.00043452403772474915,0.00039245163628149254,3.903720326633648e-05
0.4052916179246899,0.2608999425521118,7.80430578313497e-05,6.921774053240032e-05,7.472320807502553e-05
0.8094121085699981,0.5056256777477228,0.0004628995380390841,0.00040282752756032016,0.0004590127403604579
0.028723511983642185,0.4971054515481262,0.00022122284810482587,7.942158125784136e-05,3.704956337622289e-05
0.4524994815234702,0.45153673764912566,3.5318068358033064e-05,0.00010592632874342379,3.248871571563358e-05
0.0,5.607188235157595e-17,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
6.764270687356214,6.2378419479143465,0.0004876568492114077,0.0012015598579969504,0.0014989529479604888
0.1327725132229091,0.0035103417543859232,1.4827265109670177e-05,7.000923992223994e-05,3.384443175205824e-06
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.6008253132384758,0.5106862223589098,0.00032085635537078364,0.00042345755131296714,0.00048145634546891466
5.607187160380797e-17,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.031792931053562186,2.081011291323438,0.0007950867196820157,0.0011559933538624297,0.0014408684195292328
0.0,0.0,0.0,0.0,0.0
0.48743491195099786,5.417404413865904,0.0002131678977589709,0.001057331111102846,0.0007227609061670881
3.9389404733733846,8.633088445171527,0.0019351192914339906,0.0005170203845714058,9.334055319150527e-05
0.17294267953864798,0.09620499742019409,1.184618213315574e-05,5.339689526570866e-05,1.3061873055271714e-05
0.26360317356040763,0.2639075563117763,4.961015883964137e-05,0.00011965498972468805,0.00011738348551109916
0.05703972318672941,0.5522558088129017,0.0001534932886320017,0.0001725908508799261,0.00025432444389798434
0.20404366813147978,0.1889665050083564,0.00014817566045021935,6.206727922486109e-05,7.120881927382593e-05
0.022401223547221016,1.6371178059774443,1.075306461980267e-05,2.1427218503140925e-05,5.028622917539156e-05
2.4319868381823886,6.118934715728557,0.0021955484492927686,0.0005694670569859748,0.0032671128946566083
0.0,0.0,0.0,0.0,0.0
0.24029666618108944,0.21499427728710066,6.156365033397968e-05,0.0001287191779558108,6.180106388344495e-05
0.014025834305465487,0.25391885417282656,0.00011036540424380067,0.00014440010883246104,0.00012233564248203012
3.2826129114306246,5.770843211171843,0.0007254357020917609,0.0010932341229982652,0.0008375735893091062
0.0953647081794011,0.09212658458661299,1.784894394791881e-05,1.9984919223235748e-05,3.440198079557952e-05
1.4079316913365767,2.7697189508118765,0.0011730534896551789,0.000922215202676847,0.0012791966774407903
0.2404550902850882,0.2279322773183472,0.00023077362063884894,0.00014471797115091285,0.0001708366926485742
0.46747939279489414,0.7249510639119113,0.0001913589243148711,0.0002478710242734046,0.00020850288142963992
0.17294599384111736,0.052708339448437315,0.00015542528230549354,9.20700840910498e-05,1.3578122989990182e-05
0.08937005231581042,0.38329951479399477,8.555300616767477e-05,0.00011457850969627794,0.0001898622217358317
0.42107732286600436,0.021176877978851948,1.773113329340273e-05,1.7284977071030606e-05,1.1894283066902145e-06
5.607187160380797e-17,0.0,0.0,0.0,0.0
0.0,5.607188235157595e-17,0.0,0.0,0.0
0.0,0.0,1.428226604542915e-16,0.0,0.0
0.09238646004953538,0.04628583714132109,0.00010441987401803766,4.497082699860205e-05,1.83353617635864e-05
0.0,0.0,1.428226604542915e-16,0.0,0.0
1.130305646991279,0.5175604273176686,0.0005488598722597567,0.0005691514307123776,3.2001882480262884e-05
1.3266723523373976,0.666809682688403,0.0004707282580797319,0.000793554193979507,0.000648439952458455
0.0,0.0,0.0,1.428226604542915e-16,0.0
0.0,0.0,0.0,0.0,0.0
0.8166453511776185,1.3285786877528907,0.00023782171783382045,0.00038174623391649167,0.000198994246179769
0.12510742956279272,0.005865178707312871,4.62940089776043e-05,1.4579073801191336e-05,3.0421326118469655e-06
1.2822860758447234,0.5856725252644465,0.0001714146633513045,0.000529241327884774,1.1429811376669635e-06
1.0400770571872473,1.6484214114394962,0.000477876686824146,1.829807116227491e-05,0.0001611925036541347
0.0,0.0,0.0,0.0,0.0
0.2501203445722363,0.2214416726085241,1.493598428890176e-05,8.280102390163669e-05,1.3760789312071887e-05
1.0887828112091549,0.02803726080109512,0.0007758871581590104,0.0005162216667007894,1.5379951562620054e-05
0.6473999039498269,1.080999024398994,5.489136813536386e-05,0.00025945978300474716,2.4418774125191174e-06
0.810309017245036,0.7246778709220497,0.0005946303618818787,0.0004925642289505625,7.087566968240122e-05
0.017058905752975948,0.04147460656077958,5.5682765266606594e-05,2.0452408196704472e-05,2.4514060095527986e-05
0.42827265514665297,0.30737002249087797,8.596040284381883e-05,0.00011320778772281314,0.0001068352787054303
0.8032305282176108,0.6198536563133809,0.00032267444634624155,0.0005169650135266337,0.0005631012281867528
0.017512340304663143,0.1132583920335217,4.055096568538889e-05,4.998415994122064e-05,5.709054364863952e-05
0.6222446392374679,0.08643713314621355,0.0002546851324372548,3.0345417824967274e-05,4.930463013470811e-06
0.0,0.0,0.0,0.0,0.0
0.3025206873820787,0.01133908136977422,0.00014331494342718998,0.00015592252374138792,2.0443694251842307e-06
5.607187160380797e-17,0.0,0.0,0.0,0.0
0.9964345040261345,0.3306075735185122,0.00039400361719511617,0.0005533701332536,0.00045468444687441466
16453.64484935577,1327.039852488474,2.003885758296585,4.6286409543617655,1.9225231236144906
5.607187160380797e-17,0.0,0.0,0.0,0.0
5.536636729869796,2.387061785153601,0.001619788566486805,0.0022104863983195997,6.939018604857185e-05
0.0,0.0,0.0,0.0,0.0
0.24985699495568137,0.4668774965849758,9.468307455930032e-05,0.0001654526709835089,8.776654646692979e-05
5.607187160380797e-17,0.0,0.0,0.0,0.0
0.20184197937665654,0.033114299405372805,0.00015003771482894015,8.85094886237611e-05,5.486538015020415e-06
0.11287599615837127,0.06564827988939083,3.4678263704474383e-05,2.112354896362559e-05,1.7774143786731537e-05
0.33081893333699336,0.3845431684912749,6.335620630348425e-05,6.751780260907738e-05,6.452221946626914e-05
0.49304192035971833,0.3613714779805837,0.00028158537276355635,0.00021404844456463906,0.0003036058698845596
0.18503590687238877,0.15178277981409194,0.00011732579060995891,3.7325462419367845e-05,3.7921606114928435e-05
5.607187160380797e-17,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.428226604542915e-16
0.5581722964726511,0.20425374740649846,0.00031054901578988445,0.0003237205119942806,1.9634217949260346e-06
0.4859573414715782,0.9423844307232008,0.00034544137297624975,0.0003147680279909796,0.00029617777770542817
1.4292501886202469,1.1283708456950512,0.0009603684014173302,0.0007203213697993587,2.6222308530401762e-05
0.43173206049686796,0.2647304763132731,6.024919606180268e-05,5.727760210087828e-05,6.24726547856876e-05
0.36883339475600235,0.2868602002381244,2.076290163954719e-05,2.8010985465869855e-05,1.6343423600940938e-05
0.2207100902862038,0.2204211653273499,5.4001951933364966e-05,3.178366052698701e-05,6.05648942910273e-05
0.08639562172937162,0.034341236234301485,2.8127767257218185e-05,2.9504876351465005e-05,1.7186341246323348e-05
0.0,5.607188235157595e-17,0.0,0.0,0.0
0.0,0.0,0.0,1.428226604542915e-16,0.0
0.16634246143634746,0.4701747767130384,8.763772310555337e-05,0.00017162787282205526,7.766351902376702e-05
0.2779047062052946,0.2318405867593812,0.0001635580895519602,0.00010984789910841742,0.00012059050162113993
0.0,0.0,1.428226604542915e-16,0.0,0.0
0.4894056843502264,0.3453230236901949,0.0003112598835443165,0.0002814193861589769,0.0003521248570244888
0.09888878506545426,0.05740695932855434,3.1947985481461434e-05,2.3986213991103304e-05,1.7932448046955718e-05
0.27859145227740506,0.26045959229861987,0.00021479949920040465,0.00015855760494887296,6.539387711594868e-05
0.777108116036524,1.1263465313556305,0.0003311224894085756,0.0002683748164502129,0.00022774920194852533
0.10175052727261306,0.20576187193933915,4.967999051268177e-05,4.268556369979637e-05,9.668943450330731e-05
0.444942853740543,0.09492470488535183,7.983015537128216e-05,0.00013588607514929317,1.0911793053045168e-06
0.2515520186240383,0.01534972410630853,8.104206400100484e-05,0.00010390214631867486,1.047257532704793e-06
0.03383167455198037,0.042089102946015845,2.3702029607473185e-05,4.005508653430544e-05,1.9722849235128693e-05
0.017694964092060898,0.022395999083586023,4.679590291807791e-06,6.912957952698976e-05,1.4359598089045428e-07
0.05565457488565854,0.18346334171846834,6.087815531810662e-05,6.739700706136213e-06,8.81468148015219e-05
0.1037031621325451,0.49636920592911765,0.0001826401334104256,0.00019027703581401173,0.00016880136671168876
0.13153700656787595,0.018121137952010324,3.4884680602333525e-05,3.10474781181153e-05,1.0699248653437147e-05
0.06087024658253628,0.14468269448584914,3.0697687677518466e-05,9.256012715531228e-06,6.596718789546228e-05
0.045249057791776626,0.03620357700887331,8.523907106948273e-06,6.350142778506464e-05,1.566723066707595e-05
